CylinderConfiguration,Price,PriceType,SimpleAge,SellerType,Make,Model,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating
4,3999,FIXED,1h,Dealer used,Volkswagen,PACIFIC,Hatchback,2009,264572,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3.5
6,4200,DRIVE_AWAY,1h,Dealer used,Holden,Berlina,Wagon,2005,194933,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,,
4,6499,FIXED,44m,Dealer used,Mazda,MAXX,Sedan,2010,130000,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
6,6690,FIXED,7h,Dealer used,Ford,(LPG),Ute,2008,320012,Automatic,Rear Wheel Drive,LPG,White,TRUE,5,2.5
4,56988,DRIVE_AWAY,19h,Dealer demo,Isuzu,LS-T (4x4),Ute,2019,29,Automatic,4x4,Diesel,White,TRUE,5,3.5
4,47988,DRIVE_AWAY,5h,Dealer demo,Isuzu,LS-M (4x4),SUV,2019,2985,Automatic,4x4,Diesel,White,TRUE,5,3
6,9999,FIXED,5h,Dealer used,Volvo,3.2,SUV,2007,165250,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Gold,TRUE,5,2.5
4,24999,DRIVE_AWAY,57m,Dealer used,Ford,XL 2.2 (4x2),Ute,2017,9359,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
6,10999,FIXED,5h,Dealer used,BMW,23i,Sedan,2007,143850,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Bronze,TRUE,5,4
6,10990,DRIVE_AWAY,6h,Dealer used,Ford,TX (RWD),SUV,2009,148270,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,8289,DRIVE_AWAY,4h,Dealer used,Hyundai,SX,Hatchback,2009,127568,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,4207,FIXED,1h,Dealer used,Renault,EXPRESSION,Sedan,2007,170774,Manual,Front Wheel Drive,Diesel,Black,TRUE,,
6,5249,DRIVE_AWAY,1h,Dealer used,Holden,OMEGA (D&amp;#47;FUEL),Sedan,2007,330000,Automatic,Rear Wheel Drive,LPG,Silver,FALSE,,
6,14990,DRIVE_AWAY,7h,Dealer used,Hyundai,SLX (FWD),SUV,2012,171500,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,39990,DRIVE_AWAY,6h,Dealer used,Mazda,MAXX SPORT (4x4) (5YR),SUV,2018,8384,Automatic,All Wheel Drive,Diesel,Blue,TRUE,5,2.5
8,89998,DRIVE_AWAY,6h,Dealer used,Nissan,Ti-L (4x4) (5YR),SUV,2019,8900,Automatic,4x4,Petrol - Premium Unleaded,Black,FALSE,5,3.5
6,4950,FIXED,50m,Dealer used,Nissan,DX (4x2),Ute,1992,479904,Manual,Rear Wheel Drive,Petrol - Unleaded,Other,FALSE,4,2.5
4,142,FIXED,6h,Dealer used,Volkswagen,TDI 400 LWB,Ute,2016,123256,Automatic,Front Wheel Drive,Diesel,White,TRUE,4,3
6,6990,FIXED,1h,Dealer used,Ford,XR6,Sedan,2003,225089,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,4,3.5
6,28990,FIXED,28m,Dealer used,Toyota,GX (4x4),SUV,2016,119092,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,15990,FIXED,5h,Dealer used,Toyota,ASCENT,Hatchback,2015,103113,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,4999,DRIVE_AWAY,1h,Dealer used,Holden,EQUIPE,Sedan,2006,159745,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
4,10489,DRIVE_AWAY,40m,Dealer used,Audi,CABRIOLET,Convertible,2003,74329,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
4,16990,DRIVE_AWAY,1h,Dealer used,Jeep,NORTH (4x2),SUV,2014,33900,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4
6,34990,DRIVE_AWAY,1h,Dealer used,Jeep,LIMITED (4x4),SUV,2017,103400,Automatic,4x4,Diesel,Grey,TRUE,5,3
6,4999,FIXED,5h,Dealer used,Mercedes-Benz,CLASSIC,Sedan,1998,173214,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
4,22490,DRIVE_AWAY,6h,Dealer used,Holden,LS,SUV,2019,6104,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,
6,8199,DRIVE_AWAY,5h,Dealer used,Ford,XR6,Sedan,2009,231190,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,4999,DRIVE_AWAY,47m,Dealer used,Nissan,LX,Sedan,2003,109813,Automatic,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,4,2.5
4,109,FIXED,6h,Dealer used,Toyota,LWB,Van/Minivan,2015,94205,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,79,FIXED,6h,Dealer used,Ford,XR6 (LPI),Ute,2012,79974,Automatic,Rear Wheel Drive,LPG,Green,TRUE,5,3
4,125,FIXED,6h,Dealer used,BMW,20d HIGH LINE,Convertible,2013,58581,Automatic,Rear Wheel Drive,Diesel,Grey,TRUE,5,3.5
4,107,FIXED,6h,Dealer used,Mercedes-Benz,d,Hatchback,2016,12808,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,4
8,7989,DRIVE_AWAY,1h,Dealer used,Jeep,LAREDO (4x4),SUV,2004,180552,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,5,2.5
4,4999,DRIVE_AWAY,1h,Dealer used,Hyundai,Coupe FX,Coupe (2 door),2000,123965,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,24990,FIXED,18h,Dealer used,Audi,2.0 TDI,Sedan,2014,128333,Automatic,Front Wheel Drive,Diesel,Other,TRUE,5,4
4,14999,FIXED,1h,Dealer used,Toyota,LWB,Van/Minivan,2005,306000,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
6,7999,FIXED,17h,Dealer used,Toyota,SR,Ute,2007,367000,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,4999,DRIVE_AWAY,6h,Dealer used,Peugeot,ST COMFORT,Sedan,2005,170000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3
4,14999,FIXED,5h,Dealer used,Holden,LX (4x4),Ute,2013,180900,Manual,4x4,Diesel,White,TRUE,5,2.5
5,33500,DRIVE_AWAY,5h,Dealer used,Ford,XLT 3.2 (4x4),Ute,2014,61242,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,4499,DRIVE_AWAY,5h,Dealer used,Volkswagen,2.0 FSI,Sedan,2006,209462,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
4,7499,DRIVE_AWAY,3h,Dealer used,Volkswagen,2.0 FSI COMFORTLINE,Hatchback,2005,51261,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
4,11999,FIXED,5h,Dealer used,Volkswagen,118 TSI,Wagon,2013,164065,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4
4,26998,DRIVE_AWAY,1h,Dealer used,Renault,ZEN X-TRONIC (4x2),SUV,2017,46997,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,2.5
4,3990,FIXED,49m,Private seller,Hyundai,ELITE,Hatchback,2010,163000,Manual,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
4,4250,FIXED,1h,Dealer used,Hyundai,2.0 HVT,Hatchback,2005,244000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
6,5789,DRIVE_AWAY,1h,Dealer used,Mitsubishi,PLATINUM EDITION,Sedan,2007,233949,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,7950,FIXED,6h,Dealer used,Mitsubishi,GL,Ute,2013,289699,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,16488,DRIVE_AWAY,30m,Dealer used,Mercedes-Benz,CDI AVANTGARDE,Sedan,2010,85849,Automatic,Rear Wheel Drive,Diesel,Grey,TRUE,5,3.5
4,6290,FIXED,19h,Dealer used,Toyota,VERSO GLX,Wagon,2008,246129,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,4,2.5
4,2999,FIXED,17h,Dealer used,Mitsubishi,Mirage,Hatchback,1998,165000,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,FALSE,5,4
4,15999,FIXED,17h,Dealer used,Mercedes-Benz,CDI ELEGANCE BE,Sedan,2011,171871,Automatic,Rear Wheel Drive,Diesel,Silver,TRUE,5,3.5
4,8999,FIXED,16h,Dealer used,Mitsubishi,VR-X,Sedan,2008,188000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,14989,DRIVE_AWAY,5h,Dealer used,Ford,ECOBOOST,Sedan,2014,115543,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
8,27750,NEGOTIABLE,9h,Private seller,Holden,DE VILLE,Sedan,1978,245000,Automatic,Rear Wheel Drive,Petrol - Leaded,Black,FALSE,5,4
4,6990,DRIVE_AWAY,5h,Dealer used,Holden,Barina,Sedan,2009,150181,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,4,3.5
4,9989,DRIVE_AWAY,30m,Dealer used,Holden,CD EQUIPE,Sedan,2013,137124,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,35980,FIXED,59m,Dealer used,Mercedes-Benz,200,Coupe (2 door),2016,32218,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
6,14998,FIXED,2h,Dealer used,Mazda,LUXURY,SUV,2011,172000,Automatic,4x4,Petrol - Unleaded,Grey,TRUE,3,3
6,11999,DRIVE_AWAY,6h,Dealer used,Ford,TITANIUM (RWD),SUV,2012,225765,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,5999,DRIVE_AWAY,44m,Dealer used,Toyota,ASCENT SECA,Hatchback,2005,209210,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,4,2.5
4,5699,DRIVE_AWAY,53m,Dealer used,Hyundai,ACTIVE,Hatchback,2011,163213,Manual,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,5
4,32990,DRIVE_AWAY,1h,Dealer used,BMW,20d SPORT LINE,Coupe (2 door),2015,107069,Automatic,Rear Wheel Drive,Diesel,Blue,TRUE,4,4
4,6499,FIXED,1h,Dealer used,Mazda,MAXX,Hatchback,2012,145000,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,5750,FIXED,57m,Dealer used,Honda,VTi-S,Hatchback,2006,189000,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,36900,DRIVE_AWAY,28m,Dealer used,Volkswagen,206 TSI R-LINE,Sedan,2017,37881,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
4,22999,DRIVE_AWAY,6h,Dealer used,Subaru,2.5i,SUV,2014,33087,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,19999,FIXED,19h,Dealer used,Audi,2.0 TFSI,Convertible,2010,81000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,3.5
4,3250,FIXED,1h,Dealer used,Hyundai,SX,Hatchback,2009,233000,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
4,9000,NEGOTIABLE,18h,Private seller,Mitsubishi,GL-R,Ute,2009,230000,Manual,Rear Wheel Drive,Diesel,Other,TRUE,5,2.5
4,5299,DRIVE_AWAY,19h,Dealer used,Ssangyong,2.0 Xdi,SUV,2006,201041,Automatic,4x4,Diesel,White,TRUE,3,3.5
6,19990,FIXED,5h,Dealer used,Jeep,LIMITED (4x4),SUV,2012,74125,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,4,3
6,11989,DRIVE_AWAY,2h,Dealer used,Kia,S,Wagon,2013,233234,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,3,3
4,26999,DRIVE_AWAY,3h,Dealer used,Toyota,SR (4x4),Ute,2015,230839,Automatic,4x4,Diesel,White,TRUE,5,2.5
6,16499,FIXED,18h,Dealer used,Ford,TITANIUM (4x4),SUV,2012,157000,Automatic,All Wheel Drive,Diesel,Other,TRUE,5,2.5
4,10988,DRIVE_AWAY,31m,Dealer used,Ford,XL (4x4),Ute,2009,240686,Manual,4x4,Diesel,White,TRUE,5,2.5
8,14999,FIXED,7h,Dealer used,Holden,SS THUNDER,Ute,2011,179900,Automatic,Rear Wheel Drive,Petrol - Unleaded,Green,TRUE,5,3
4,14999,FIXED,4h,Dealer used,Holden,LX (4x2),Ute,2013,203700,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,4207,DRIVE_AWAY,4h,Dealer used,Ford,TS (RWD),SUV,2005,205220,Automatic,Rear Wheel Drive,Petrol - Unleaded,Cream,TRUE,5,3.5
4,8375,DRIVE_AWAY,4h,Dealer used,Hyundai,ELITE (AWD),SUV,2010,245398,Automatic,All Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,7999,FIXED,1h,Dealer used,Holden,7 CX (4x4),SUV,2012,214576,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3
4,4750,FIXED,50m,Dealer used,Holden,CDX,Hatchback,2010,152000,Manual,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,5
4,14490,FIXED,6m,Dealer used,Nissan,ST (4x4),SUV,2002,304748,Manual,4x4,Diesel,Other,TRUE,,
4,6499,DRIVE_AWAY,19h,Dealer used,Honda,EURO LUXURY,Sedan,2006,216423,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4.5
6,9490,FIXED,18h,Dealer used,Ford,TS (RWD),SUV,2009,178819,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,33888,DRIVE_AWAY,6h,Dealer used,Toyota,KOBA (AWD),SUV,2018,16975,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
6,36594,DRIVE_AWAY,7h,Dealer used,Toyota,SX V6,Sedan,2018,9939,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,3990,FIXED,5h,Dealer used,Ford,GHIA,Hatchback,2004,88402,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,3,1.5
4,25999,DRIVE_AWAY,5h,Dealer used,Suzuki,S TURBO (2WD),SUV,2018,12263,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
6,5499,DRIVE_AWAY,5h,Dealer used,Mitsubishi,ES,Sedan,2007,159179,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
8,32888,DRIVE_AWAY,5h,Dealer used,Chrysler,SRT8 CORE,Sedan,2014,114082,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
6,6499,DRIVE_AWAY,7h,Dealer used,Mazda,LIMITED SPORT,SUV,2004,171374,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,5,3.5
4,7333,DRIVE_AWAY,6h,Dealer used,Toyota,ASCENT,Hatchback,2009,170000,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
6,9990,DRIVE_AWAY,3h,Dealer used,Holden,SX (4x4),SUV,2010,67115,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,4,3
4,11989,DRIVE_AWAY,2h,Dealer used,Land Rover,SE TD4 (4x4),SUV,2008,213026,Automatic,4x4,Diesel,Grey,TRUE,4,2.5
4,18990,DRIVE_AWAY,2h,Dealer used,Toyota,WORKMATE,Ute,2015,168019,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,19950,DRIVE_AWAY,57m,Dealer used,Volvo,3.2 R-DESIGN,SUV,2013,103433,Automatic,All Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3
6,35750,DRIVE_AWAY,57m,Dealer used,Toyota,GXL (4x4),SUV,2005,267588,Automatic,4x4,Diesel,White,TRUE,5,3.5
4,12989,DRIVE_AWAY,53m,Dealer used,Hyundai,ACTIVE,Hatchback,2015,72880,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,5
4,13990,FIXED,6h,Dealer used,Mitsubishi,GLX (4x4),Ute,2014,220,Manual,4x4,Diesel,White,TRUE,4,2.5
4,36999,DRIVE_AWAY,3h,Dealer used,Renault,INTENS X-TRONIC (4x4),SUV,2017,39641,Automatic,4x4,Petrol - Premium Unleaded,Blue,TRUE,5,3.5
4,9990,FIXED,19h,Dealer used,Peugeot,XSE 1.6 TURBO,SUV,2010,89962,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Other,TRUE,5,4.5
6,9489,DRIVE_AWAY,1h,Dealer used,Holden,OMEGA,Wagon,2010,209049,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
6,15988,DRIVE_AWAY,1h,Dealer used,Holden,Calais,Sedan,2015,181765,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3
6,12989,DRIVE_AWAY,1h,Dealer used,BMW,30i TOURING,Wagon,2007,208996,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,2.5
6,22500,FIXED,18h,Private seller,Toyota,(4x4) 11 SEAT,SUV,1995,358496,Manual,4x4,Diesel,Grey,FALSE,5,3.5
8,88990,FIXED,30m,Dealer used,Maserati,Grancabrio,Convertible,2010,74083,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Other,TRUE,5,5
8,5999,DRIVE_AWAY,6h,Dealer used,Ford,GHIA,Sedan,2003,196040,Automatic,Rear Wheel Drive,Petrol - Unleaded,Green,TRUE,5,4
4,24990,DRIVE_AWAY,4h,Dealer used,Mitsubishi,LS (2WD),SUV,2018,20300,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,2.5
4,5490,FIXED,2h,Dealer used,Kia,Rio,Sedan,2004,89251,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
4,7998,DRIVE_AWAY,2h,Dealer used,Skoda,ELEGANCE,Sedan,2008,175962,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,2.5
4,4990,DRIVE_AWAY,1h,Dealer used,Holden,CONVERTIBLE,Convertible,2005,163221,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
6,15989,DRIVE_AWAY,2h,Dealer used,Mazda,LUXURY,SUV,2011,174099,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,4,3
5,33990,DRIVE_AWAY,17m,Dealer used,Mazda,GT (4x4),Ute,2014,116760,Automatic,4x4,Diesel,White,TRUE,5,2.5
5,27990,DRIVE_AWAY,17m,Dealer used,Mazda,GT (4x4),Ute,2012,142308,Automatic,4x4,Diesel,White,TRUE,5,2.5
8,42000,FIXED,6h,Dealer used,HSV,GTS,Sedan,2010,149500,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,4,2
6,33999,FIXED,5h,Dealer used,Audi,ALLROAD QUATTRO LE,Wagon,2012,127181,Automatic,All Wheel Drive,Diesel,Grey,TRUE,5,3.5
4,14999,DRIVE_AWAY,26m,Dealer used,Mitsubishi,GSR,Sedan,2016,139152,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,5999,FIXED,3h,Dealer used,Holden,SV6,Sedan,2006,188000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,17490,DRIVE_AWAY,48m,Dealer used,Holden,R+,Hatchback,2017,43292,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
4,12497,DRIVE_AWAY,52m,Dealer used,Ford,XLT HURRICANE (4x4),Ute,2004,236000,Manual,4x4,Diesel,Orange,TRUE,4,3
8,64990,FIXED,1h,Dealer used,Ford,FASTBACK GT 5.0 V8,Coupe (2 door),2017,4076,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,2,2.5
4,13999,FIXED,19h,Dealer used,Toyota,WORKMATE,Ute,2011,172000,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,12998,DRIVE_AWAY,19h,Dealer used,Nissan,ST (4x4),Ute,2011,218805,Automatic,4x4,Diesel,White,TRUE,3,2.5
6,22990,FIXED,8h,Dealer used,Toyota,GXL (4x4),SUV,1992,325367,Manual,4x4,Diesel,Other,FALSE,5,5
4,4999,DRIVE_AWAY,5h,Dealer used,Nissan,ST-L,Hatchback,2012,101188,Manual,Front Wheel Drive,Petrol - Unleaded,Orange,TRUE,4,4
4,5999,DRIVE_AWAY,3h,Dealer used,Kia,S,Sedan,2009,201862,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,5499,DRIVE_AWAY,2h,Dealer used,Mitsubishi,VR-X,Hatchback,2010,113481,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,3,3.5
4,13888,DRIVE_AWAY,57m,Dealer used,Toyota,YRS,Hatchback,2014,63645,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,37990,FIXED,2h,Dealer used,Toyota,SR5 (4x4),Ute,2015,154409,Automatic,4x4,Diesel,Other,TRUE,5,3
4,12999,FIXED,7h,Dealer used,Nissan,ST-R (4x4),Ute,2010,158000,Manual,4x4,Diesel,Other,TRUE,3,2.5
8,19999,DRIVE_AWAY,3h,Dealer used,Range Rover,SPORT 3.6 TDV8,SUV,2007,227000,Automatic,4x4,Diesel,Black,TRUE,4,5
4,47990,FIXED,44m,Dealer used,Toyota,PRADO GXL (4x4),SUV,2016,92743,Automatic,4x4,Diesel,White,TRUE,5,3.5
6,9999,FIXED,6h,Dealer used,Ford,TX (RWD),SUV,2011,255000,Automatic,Rear Wheel Drive,Diesel,Other,TRUE,5,2.5
4,21990,DRIVE_AWAY,5h,Dealer used,Isuzu,SX HI-RIDE (4x2),Ute,2016,105650,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,8500,FIXED,4h,Dealer used,Toyota,Hiace,Van/Minivan,2004,346713,Manual,Rear Wheel Drive,Petrol - Unleaded,Other,FALSE,3,2.5
6,10990,DRIVE_AWAY,2h,Dealer used,Toyota,SR,Ute,2008,240107,Manual,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,4.5
4,9499,DRIVE_AWAY,3h,Dealer used,Audi,QUATTRO,Coupe (2 door),2000,221000,Manual,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,4,5
6,5999,FIXED,2h,Dealer used,Holden,Crewman,Ute,2006,321596,Manual,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,4.5
4,33990,DRIVE_AWAY,1h,Dealer used,Nissan,ST-L (2WD),SUV,2019,1142,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
4,22000,FIXED,33m,Private seller,Mazda,SP25,Sedan,2015,51942,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
5,10850,DRIVE_AWAY,7h,Dealer used,Ford,XR5 TURBO,Hatchback,2010,170000,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Orange,TRUE,4,3.5
4,22999,FIXED,6h,Dealer used,Mercedes-Benz,Valente,Wagon,2014,245000,Automatic,Rear Wheel Drive,Diesel,Other,TRUE,5,2.5
4,10999,FIXED,4h,Dealer used,Subaru,XS PREMIUM,SUV,2008,164000,Automatic,All Wheel Drive,Petrol - Unleaded,Grey,TRUE,4,3
4,10444,DRIVE_AWAY,1h,Dealer used,Toyota,GRANDE,Sedan,2008,139209,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
6,15950,DRIVE_AWAY,18h,Dealer used,Holden,EVOKE,Sedan,2016,92290,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
6,6999,FIXED,7h,Dealer used,Nissan,ST-L,Sedan,2005,192698,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
4,19990,FIXED,8h,Dealer used,Mitsubishi,ACTIV,SUV,2010,275461,Automatic,4x4,Diesel,White,TRUE,4,2.5
8,17990,DRIVE_AWAY,5h,Dealer used,Holden,Calais,Sedan,1990,251844,Automatic,Rear Wheel Drive,Petrol - Unleaded,Purple,TRUE,5,2.5
4,31990,DRIVE_AWAY,5h,Dealer used,Isuzu,SX (4x4),Ute,2013,55287,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,6500,DRIVE_AWAY,6h,Dealer used,Toyota,CRUISER (4x4),SUV,2006,216000,Manual,4x4,Petrol - Unleaded,Gold,TRUE,3,3.5
4,7999,FIXED,3h,Dealer used,Mitsubishi,VR-X,Sedan,2008,198000,Manual,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,,
6,7499,FIXED,1h,Dealer used,Holden,LT,Ute,2005,238000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
4,17990,DRIVE_AWAY,50m,Dealer used,Toyota,SR,Ute,2013,165286,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,16990,FIXED,1h,Dealer used,Honda,VTi PLUS+ (4x2),SUV,2014,135079,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,22990,DRIVE_AWAY,30m,Dealer used,Toyota,SR (4x4),Ute,2012,228333,Automatic,4x4,Diesel,White,TRUE,4,2.5
4,30490,DRIVE_AWAY,5h,Dealer used,Mitsubishi,LS (2WD),SUV,2018,2544,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,30990,DRIVE_AWAY,19h,Dealer used,Toyota,WORKMATE (4x4),Ute,2016,168612,Automatic,4x4,Diesel,White,TRUE,5,3.5
6,9999,FIXED,17h,Dealer used,Holden,ACCLAIM,Wagon,2001,160000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
4,5999,FIXED,16h,Dealer used,Holden,LX (4x4),Ute,1997,240539,Manual,4x4,Diesel,White,FALSE,5,2.5
4,4999,FIXED,16h,Dealer used,Nissan,ST-L,Sedan,2004,232454,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
6,6490,DRIVE_AWAY,5h,Dealer used,Ford,XT,Sedan,2008,213371,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
8,28999,DRIVE_AWAY,4h,Dealer used,Toyota,WORKMATE (4x4),Ute,2008,295445,Manual,4x4,Diesel,White,TRUE,4,2
4,54990,DRIVE_AWAY,7h,Dealer used,Audi,2.0 TDI QUATTRO DESIGN,SUV,2018,29537,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,4.5
6,7999,FIXED,8h,Dealer used,Ford,GHIA (RWD),SUV,2008,163217,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,5
4,14888,DRIVE_AWAY,3h,Dealer used,Nissan,ST-S (FWD),SUV,2014,70995,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
8,17888,DRIVE_AWAY,2h,Dealer used,Holden,V8,Sedan,2007,113957,Automatic,Rear Wheel Drive,Petrol - Unleaded,Gold,TRUE,5,4
